comment,date
On avait réservé cet hôtel mais finalement on n’y est pas resté! Ça ne va vraiment pas.... un hôtel s’entretient... on m’a fait visiter les chambres quand j’y repense j’ai le cœur serré surtout pour les prix posés... a éviter absolument sérieusement! Je fus choquée que ce lieu porte le nom d’hôtel et ose même mettre des etoiles! Il faut sérieusement faire des travaux à tous les Niveaux!!!, décembre 2019
"J'ai séjourné dans cet hôtel deux fois en avril à Pâques et vacances 2012 septembre quand j'étais en vacances. C'était correct et le personnel est très attentionné, la nourriture dans le restaurant est bon mais cher, l'emplacement de l'hôtel est au Bonamoussadi est très loin de l'aéroport. Tant Le Visa et MasterCard est accepté dans l'hôtel et j'ai dit plus tôt, le personnel est toujours prêt à vous fournir toute l'assistance nécessaire. La plupart du personnel comprennent le français et l'anglais, donc, je recommande cet hôtel à tous ceux qui ont un budget de $70. Il est également pertinent de noter qu'il n'y a pas de piscine. Ils ont un accès gratuit à Internet, mais il faut avoir le mot de passe à la réception. À travers de mon séjour, il n'y avait pas aucun cas de vol dans", décembre 2012
"J'ai passé 3 nuits. L'hôtel n'est pas génial, mais c'est à peu près correct. J'avais une chambre standard, qui était d'une taille raisonnable. Certains accessoires étaient cassés. Le fait d'être au dernier étage, c'était un peu bruyant quand il a plu - ce qu'elle a fait beaucoup dans la nuit. La télé ne marchait pas bien. L'Internet était sur la plupart du temps. La climatisation fonctionnait convenablement. Sur une nuit je n'avais pas d'eau, mais un appel à la réception est résolu que.  Les hôtels disposent d'un retrait était la nourriture dans le restaurant. Le restaurant en lui-même n'a rien d'extraordinaire, mais la nourriture que j'avais était vraiment très bon et pas cher. Le steak au poivre est recommandé.  Je n'ai pas eu de problèmes de vol, mais je n'ai garder mes", mai 2013
"L'extérieur est très joli, le hall est très joli. Mais les couloirs sont sales. Les chambres sont ok, mais doit être vaporisée tous les trois jours. Le prix est un peu élevé à 30.000 pour une chambre double, mais les chambres disposent d'un mini-frigo. L'eau chaude aléatoire. Le restaurant correct, mais un peu cher. Dernier point, mais non le moindre, j'ai été dévalisé par une des femmes en cours de formation. Chambres utiliser une carte de crédit serrure de type, mais les femmes peuvent toujours obtenir. L'un d'entre eux a contribué elle-même à certains fonds de mes bagages. J'ai donné un hébergement d'une nuit gratuite, mais tenait était toujours sur le travail !! ai-je oublié quelque chose? Oh oui, c'est très excentré, ce n'est pas du tout un emplacement pratique.", décembre 2012
"Tout en ayant su se conformer aux technologies actuelles ( air conditionné efficace , wifi , qui fonctionne plutôt bien ds tout l hôtel, internet en chambre , prises de courant en nombre suffisant ) La salle de sport est très bien équipée et propre , le Room service est bien et pas trop d attente à prévoir , le buffet petit déjeuner est formidable , celui servi en chambre aussi , le restaurant est très bien également. L ensemble du personnel est accueillant, chaleureux et professionnel, bref je recommande vivement !", août 2017
"Le Hilton Yaoundé est excellent par la qualités des services offerts et le professionnalisme de ses employés. L'hôtel est très bien situé géographiquement, et donc de ce point, le client accède à tous les sites de Yaoundé.", août 2017
"Staff tres accueillant. La sole meuniere est excellente. L hotel est situee en plein centre ville et est bien securisee. Le wifi est disponible et de bonne qualite. L hotel convient tant en voyages d affaires vu les prestations business qu en voyage en famille avec une belle piscine, 2 courts de tennis, une gym et un spa.", juillet 2017
"Très bien. Le personnel est sympathique et fort agréable. Assez proactif. J'ai passé un bon moment.  Juste un petit bémol, Le nettoyage des chambres est fait à la va vite et certains endroits ne sont pas touchés !! ", juillet 2017
"Très satisfaite des prestations, de l'accueil et de l'écoute du staff Chambre et produits d'accueil nickel Propreté assurée Assistance rapide en cas de désagrément Convivialité du personnel Chambre rénovée", juillet 2017
"L'hôtel est très proche des organismes publics et je crois que c'est le seul moyen pour affaires aux hommes d'affaires. L'hôtel est convenable mais les spectacles. Le personnel est sympa dans l'ensemble. Le petit déjeuner servi dans le lobby est correct. Le service aux chambres était aussi de bonne qualité de l'ensemble et grandes portions, mais un peu cher. Le salon classe affaires au 8ème étage de l'hôtel offre le petit-déjeuner, le thé, ainsi que des repas légers en soirée, et était très douillette. Le dernier étage est doté d'un balcon à l'extérieur qui donne une belle vue sur la ville. Le centre de remise en forme est situé au sous-sol et semble avoir groupe des cours d'aérobic. Dans l'ensemble, c'est un bon endroit où séjourner à Yaoundé.", février 2017
"Très bien situé, personnel très serviable, en particulier à l'Executive Lounge. Il n'y avait aucun problème avec le coin chambre de luxe donnant sur la route, vous détendre en son commentaire laissé par couloir porte permettant ainsi le bruit à l'intérieur de l'hôtel.", janvier 2017
"Eh bien, je suis déjà venu ici deux fois pour affaires. Que dire, le personnel est chaleureux et les chambres sont très bien, bien que je ne dirais pas que la qualité d'un cinq étoiles (par rapport aux autres hôtels à Yaounde, d'après ce que j'ai vu, c'est un 5 étoiles). Le petit déjeuner est bon, en particulier les fruits. Le grill est vraiment agréables, surtout la crevette, je dirais que j'ai vu plus petit que les homards les crevettes. Cela étant dit, il est à côté d'un 6 étoiles (si un tel avantage peut exister) . Honnêtement, tout est très, très cher, les marges Hilton qui doit être rendu sur cet hôtel doit être vraiment n'importe quoi. Si vous êtes en voyage d'affaires à Yaounde, allez à cet hôtel, il n'y a pas tellement d'alternatives. Voir le chef qu'il y a un grand", novembre 2016
"Je n'ai mis à l'aise, et cet hôtel a beaucoup à offrir, surtout quand vous comptez les autres options. J'ai quand même eu que l'on soit venu vous chercher à l'aéroport, et c'était très agréable. Je suis des États-Unis, c'est donc un hôtel pour moi. Je suis d'accord avec les charges et que j'ai dû payer pour la nourriture et les boissons chères, mais il faut savoir que vous devez payer un supplément 19 . 25 % De taxe sur la valeur ajoutée par jour pour la chambre (en plus de ce que vous avez déjà payé). Pour un séjour de 3 jours, c'était 199 dollars US dollars. J'ai payé presque 300 dollars la nuit pour une chambre qui a été déjà, et quand vous ajoutez la taxe sur la valeur ajoutée. Je crois que c'est un hôtel cher au-delà. New York, San Francisco, Chicago, et Washington DC (par", novembre 2016
"Dans l'ensemble, c'est un super endroit pour un séjour à Yaoundé. Il est très central et le personnel est professionnel et poli. L'hôtel Hilton Yaoundé est vieux mais il est très bien pour se détendre. Les chambres sont spacieuses et confortables, avec une réception pour ceux qui préfèrent se faire à y aller travailler avec eux. L'hôtel dispose d'un casino, spa, salle de sport, une piscine et des courts de tennis, et il y a certainement des activités disponibles pour vous aider à vous passez le temps.", juin 2016
"4 Jours d'excursion m'a amené à Yaoundé. Je recommande le personnel pour son professionnalisme quand. Une mention spéciale à M. Hippilyte, le chef de réception et 2 belles femmes et Daniel Matilda à l'arrivée. Ils ont très bien le service à la clientèle et mérite la présente recommandation. La chambre était très agréable et dotée d'une excellente connexion internet wi-fi dans la chambre et les espaces publics. La nourriture de l'hôtel est très bien situé et le petit déjeuner, il y avait un bon choix. J'ai beaucoup apprécié l'accès au salon du niveau J'étais en voyage. Ma chambre avait une belle vue sur le centre-ville avec un balcon même si je n'ai pas pu me servir autant. Merci d'avoir rendu mon séjour le plus confortable possible.", septembre 2016
"C'est un bel endroit où aller à Yaounde, je dirais que les chambres sont propres, et le personnel est très sympathique, ils savent comment faire pour vous accueillir et est très sympa. Le petit déjeuner est exceptionnel, et un bon combinación de africain et de plats européens.", septembre 2016
"Un hôtel agréable à Yaoundé. C'est un bon rapport qualité/prix. Sécurité et il est bien situé. Centre d'affaires, des salles de conférences et Internet à haut niveau service et qualité raisonnable. Offre spéciale pour les membres du programme HHonors. Mieux vaut réserver en ligne à l'aide du compte HHonors.", août 2016
"Cet hôtel est le seul hôtel bien situé dans la ville et avec cela arrivent à la nourriture, les boissons et les prix. Ils nous ont même vous arrêter à l'entrée principale si vous amenez à manger dehors ou boire un verre. Pourquoi, parce qu'ils veulent vous le faire d'échappement vos économies !", août 2016
"J'y suis allé ce soir et quelle déception. Quand je pense que ce n'est pas la première fois que je viens ici, mais ce soir c'est particulièrement catastrophique. Il nous a fallu 2 h pour arriver à « executive » qu'elle n'avait rien d'affaires mais il est cher. La chambre était très petite, il ne pouvait accueillir un grand lit double dès que j'avais bien précisé que je voulais un lit double. J'ai demandé à changer pour une non étage Executive, mais une chambre plus grande. Je suis allée à l'étage avec vue panoramique sur les boissons et il a fallu 10 minutes pour tout le monde sur les 4 employés de savoir où j'y étais. Juste une expérience pityful jusqu'à présent. Peut-être que ce sera mieux demain ...", août 2016
Hotel d'un niveau acceptable. il situé en plein quartier très pop avec l'entourage de quartier à tous les petits informels. Le restaurant est bieb et le service très acceuillant. La chambre n'est pas mal mais elle exigue. C'était ma deuxième fois que j'y sejourne mais........, février 2020
"Cet hôtel récent est confortable, très bien entretenu et le personnel très à l'écoute  Il n'est malheureusement pas dans l'endroit le plus sure de Douala mais si vous ne cherchez pas un endroit pour vous promener dans les rues le soir mais pour bien dormir et être confortablement installé c'est un bon choix. ", avril 2018
"J'ai été agréable surprise par le rapport qualité/prix de cet hôtel, le service, l'accueil, la disponibilité et réactivité du personnel. Des qualités vraiment recherchées dans les hôtels. J'y retournerai avec plaisir. Mes encouragements à l'ensemble du personnel.", janvier 2018
L'hôtel bénéficie d'un excellent standing et un bon rapport qualité/ prix. Le personnel est véritablement accueillant et très professionnel.  Les chambres sont très propres et confortables avec un excellent niveau d'équipement.  Vraiment un hôtel que je recommande!!!!, mars 2017
Rien a dire tout est parfait le service est rapide le personnel accueillant et souriant et surtout a votre service. Les chambres sont propres tres moderne  et le chef cuistau est bon. Bref 👍👍👍 j'espère que ça continuera ainsi., janvier 2017
"Hotel à 35/45 min de l aéroport  Chambre un peu vieillote mais spacieuse avec lit double, coin salon avec canapé, balcon, service thé café à disposition. Petit déjeuner en chambre très copieux. Salle de sport bien équipée avec sauna, hammam et jacuzzi. Belle piscine. Personnel très souriant et compétent.", juillet 2017
"je suis vraiment satisfait de mon séjour à Hilton Hôtel Yaoundé. lors de mon prochain séjour, je n'hésiterai pas à revenir de même que je n'hésiterai pas à recommander cet hôtel à un amis, une famille, un organisme professionnel pour leur séjour à Yaoundé ou dans un pays où Hilton Hôtel est implenté.", juillet 2017
"au Check out, on vous ressort des factures de 10 mois en vous expliquant qu'il faut payer du MiniBar pour des boissons non consommées - par exemple, du Coca Cola - que je ne bois jamais - puisque je suis allergique..... On paye donc les consommations des autres chambres quand on revient 10 mois après son précédent séjour !!", juillet 2017
"Partout ou je vais, le Hilton est mon premier choix. Le service a toujours ete d'excellente qualite et je m'y sens toujours comme a la maison. de la reception au service de chambre en passant par le restaurant jusqu'au check out, c'est une exprience des plus agreables. je recommande et je recommanderai toujours le Hilton.", juin 2017
"Très bon accueil des clients, disponibilités des differents services business center, club fitness, kiosques journaux, galeries marchandes,bureau de change, agence de voyages, distributeur automatique des billets etc", juin 2017
"tres jolies chambres (nous avons eu la suite senior  - vraiment du luxe!), personel gentil, disponible. Très bonne oeuvre dans l'ensemble (Fondation Gacha)! Nous avons savouré deux jours loin de bruit des villes.", mai 2019
"Rien à dire concernant la chambre perchée 2 escaliers plus haut que la réception ! c'était propre, confortable. Par contre, le dîner était très moyen et cher  et le petit déjeuner le pire de tout de notre circuit ! Pain (pour les poules) sans goût, confiture fade, digne d'une cantine bas de gamme. La cerise sur le gâteau : ils ont voulu nous faire payer le wifi qui n'a jamais fonctionné !!! On ne s'est pas laissé faire, on est parti sans leur payer. Sentiment d'arnaques, on n'y retournera pas.", juillet 2017
"Accueil professionnel, très bel endroit. Le bâtiment est très beau dont tous les détails sont soignés. Le mobilier et la décoration sont de grande qualité.  La Suite senor est très spacieuse avec un grand balcon panoramique offrant une vue magique sur les environs et le jardin en terrasses, literie correcte.  Mentions spéciales au cuistot pour un excellent chou sauté au prix correct (3500fcfa le plat); et à la guide bénévole Flore qui nous a accompagnés pour la visite de la fondation et des cases. Nous recommandons et regrettons de ne pas avoir pu y séjourner plus longtemps", juin 2017
"Sans doute n'avons-nous pas eu de chance puisque tout le monde encense la Villa Boutanga et que nous avons été déçus ?... Pas déçu sur toute la ligne car il faut reconnaître que le site est superbe, les chambres sympas et l'ensemble très calme : rien que pour ce calme nous sommes reconnaissants et satisfaits ! Par contre le ""restaurant"" nous a déçu ! le menu est imposé, la viande difficilement mangeable, l'ananas plus que mûr, voir blet, des portions vraiment congrues .... Je ne parle pas du petit-déjeuner qui se compose de pain décongelé accompagné de margarine ... heureusement on peut commander des omelettes. Heureusement l'accueil est vraiment sympathique !", mars 2017
"Très beau projet que celui de la fondation Jean Félicien Gacha. Nous avons apprécié la vollupté de la villa boutanga... Pour une famille, préférer les suites qui sont plus adaptées et pas plus coûteuses que 2 chambres. La visite de la fondation par notre guide était passionnante. On nous explique l'objectif de la fondation, les différents ateliers et on visite le musée et les reconstitutions des maisons traditionnelles camerounaises... Nous reviendrons c'est sûr! ", janvier 2017
"Je suis toujours à l'Hilton quand je voyage, et il y avait encore un excellent séjour à cet hôtel. J'ai eu l'occasion de passer un peu plus de temps dans la piscine que j'avais juste à côté, et c'était vraiment super accueillant et reposant. Le personnel était courtois et serviable. Nous avons été surclassés à une suite de luxe qui avait une vue fantastique et un balcon, et c'était très propre et calme. Le mieux c'est d'arriver à rejoindre à pied le marché à proximité, si vous êtes assez courageux pour traverser la rue ! Il n'y avait plus une fois ce que je me souviens depuis 5 ans. La cuisine était excellente, tout comme d'habitude, super buffet au petit-déjeuner.", mars 2017
Le personnel s'est montré très gentil et m'a aidé à me faire comprendre en français. Les chambres sont spacieuses et les membres Hilton Gold bénéficieront d'un très beau cadeau de leur chambre. Le buffet du petit déjeuner est l'un des meilleurs que j'ai vu en 13 ans de voyages internationaux., mars 2017
"Les chambres sont propres et bien entretenues, le petit déjeuner servi sous forme de buffet, le déjeuner et le dîner, tout était très bien et la salle de gym sont convenables.  Une vraie perle est le personnel. . . . . Les gens sont très sympathiques, attentionnés et polis.  Le meilleur hôtel que je connaisse dans cette région en Afrique !  Sans hésiter ! !  !", mars 2017
"Nous avons passé 4 nuits dans cet hôtel charmant. Les chambres étaient très belles et spacieuses, et le restaurant est délicieux. Le salon d'affaires est également l'un des meilleurs que j'aie jamais connus. Il y a également un casino situé sur place. La sécurité était très complet, donc nous nous sommes sentis en sécurité pendant tout le temps. Il y a un bar de l'atrium qui a une couverture autour du balcon qui offre une vue superbe sur la ville. J'y retournerais avec plaisir pour un autre séjour.", mars 2017
Cet hôtel est situé dans un quartier sûr de la ville. Le petit déjeuner buffet est très varié mais il est très cher. Vous pourrez trouver de bons restaurants et une épicerie à proximité. L'un des problèmes à notre arrivée était que notre chambre n'était pas prête. Nous avons dû attendre 3 heures pour en sortir nos clés. Le check-in se fait presque impossible avant 12 h00., février 2017
"Très bel hôtel dans le centre-ville Yaoundé, très sûr, elles disposent de toutes commodités, dont une salle de sport et une piscine. La nourriture était bonne et copieuse, également disponible sous forme de buffet ou le déjeuner. Le personnel est super gentil. Tout est un peu lent. . . L'accès à internet est très agréable et tout fonctionnait bien. Les chambres sont propres et spacieuses. Les tarifs des chambres sont un peu élevés pour un Hilton que je pense ; (je vous conseille de toute façon.", juin 2017
"Cet hôtel est situé dans un endroit central, un complexe sécurisé. J'ai trouvé l'endroit un peu vieilles et défraîchies, surtout les chambres. Peut-être la chambre ? !  Ou peut-être que la moquette ne sont pas disponibles. Certains employés de l'accueil sont impatientés quand il s'agit de s'occuper des clients. J'ai trouvé le personnel du restaurant très sympa. Il faut aussi voir le Sports Bar au 11ème étage. Ne manquez pas le soir la salsa !", mai 2017
Mon séjour à l'hôtel Hilton Yaoundé était un très bon et agréable. L'hygiène et la cuisine servie était vraiment bien. J'y retournerai toujours apprécier cet endroit et les gens. Je recommanderais vivement à tout le monde de faire un séjour dans cet hôtel et la comparaison avec d'autres endroits qu'il faut avoir visité., mai 2017
"Nous avons passé une semaine au Hilton Yaoundé dans le cadre de mon travail et j'ai été très satisfait par le service. Tous les membres du personnel que j'ai eu à faire à était courtois et gentil, et leur anglais était bien meilleur que mon français. Nous avons mangé tous nos repas à l'hôtel et j'ai eu aucune plainte à formuler. Le petit déjeuner buffet offert pour le choix vous pouvez trouver quelque chose pour tout le monde. Tous les dîners étaient juste en dehors de l'O Vive depuis le temps a été parfait pour manger à l'extérieur. Je n'ai jamais eu un mauvaise repas ou mauvais service, il était toujours mieux que ce que j'aurais pu terminer. Leur pain ou une pâtisserie chef est une bénédiction. J'ai eu de la chance d'être là une semaine, donc je n'ai testé tous les pains,", avril 2017
"Récemment je suis allé au Hilton Yaoundé et j'ai été quelque peu déçu. Les chambres avaient une forte odeur de moisi. Je suppose qu'en raison de la vieille moquette. Aussi, les salles de bains ont besoin d'être amélioré. J'ai quand même bien aimé la nuit sur le thème des dîners buffet le vendredi et le samedi. Le personnel était vraiment très sympa et prévenant.", avril 2017
"Le Yaounde Hilton n'est pas seulement central a la ville, c'est un ecrin qui tient son rang et des annees que ca dure. Depuis la reception avec un personnel tres professionnel jusqu'aux tables digne d'un classement au Guide... Calme et discretion pour travailler, bonne connexion internet et super centre de fitness avec coach dispo et tres pedagogue.", juin 2017
probablement le Meilleur Hotel du pays. Bien que les prix restent assez élevés. Chambres agréables et propres. Petit déjeuner buffet copieux. Réception au restaurant le Pachy excellente. Je recommande vivement cet hotel pour tous les voyageurs professionnels ou de loisirs. Sa situation en plein centre ville vous donne accès facilement à tous les services dont vous pouvez avoir besoin., juin 2017
"L ' hotel Hilton a Yaounde n' est pas seulement tres confortable son personnel est d' une gentillesse infatiguable et s' occupe de vous avec attention sans paraitre se forcer, c' est a dire avec une empathie naturelle ...Chapeau !", juin 2017
"Le pire hilton au monde, personnel non professionnels.  Rapport qualité prix vraiment horrible. Service archaïque. Vraiment vraiment insatisfait  Je ne recommande en aucun cas cette hotel a personne pour affaire ou pour visite personnel ", juin 2017
"c'est le meilleurs hôtel de la capitale camerounaise. Belle situation en plein centre de la ville et des affaires, du quartier Administratif. Je le conseille vivement pour vos déplacements en famille ou pour affaires. SPA Sauna - cours de tennis sont également un plus !", mai 2017
"Great place to relax. I haven't stayed in any or the rooms yet but they have a good restaurant with option to sit inside or outside on the balcony. It has a store where you can buy stuff,  and the ice-cream there is so sweet and delicious. The bar too is good, only thing is it doesn't have too much space for night dancing but it's ok. The hotel too has a barbecue section just outside and serve the best fried pork I've ever had. I've been there a couple of times and I totally recommend you visit it too. ", décembre 2019
"Rien ne va plus dans cet ""hôtel"". On peut se demander s'il y a encore une Direction ou un Responsable sur place. Dés la montée de l'escalier on marche sur une moquette hors d'age, usée, déchirée et tachée. Une fois dans la chambre, on s’aperçoit qu'il y a des infiltrations d'eau par le plafond avec des flaques au sol, que les wc  ne disposent pas d'un abattant et ne doivent pas être nettoyées correctement après le départ des clients précédents et enfin de la propreté douteuse des draps et des serviettes de bains. Seul et unique bon point, le restaurant avec des plats simples mais bons et son personnel à l'écoute des clients. Malgré une demande validée de chambre sur le coté arrière de l’hôtel pour éviter les bruits de l'axe lourd au moment de la réservation, c'est une chambre", août 2019
"un vrai 2 étoiles où tout est vrai, vérifié, frais, sent le propre. les lits sont bien. La salle de bain est minimaliste mais a de l'eau chaude ! le personnel très accueillant le petit déjeuner complet et sympa RIEN A  REDIRE : excellent rapport qualité prix et parfaitement placé", juillet 2018
"Sans hésitation, pour avoir séjourné dans plusieurs établissements de Bafoussam, cet hôtel est celui qui est le plus proche d'un standard européen avec des prix très raisonnables. Les chambres et salle de bains sont dignes d'un Ibis ou d'un Campanile ! L’aménagement des chambres est agréable avec une très bonne literie, télé écran plat et de nombreux rangements. La salle de bain est moderne avec lavabo, wc et baignoire avec de l'eau chaude. La propreté est sans reproche. Le wifi est gratuit et accessible dans les chambres. Petit déjeuner copieux avec plusieurs formules. Le personnel est accueillant et sympathique. Le parking est gardé et le matin on retrouve sa voiture lavée par le très sympathique gardien. Tout ne pouvant être parfait à 100 %, l'isolation phonique entre les", avril 2014
"Hotel à la propreté douteuse.  Pas d'eau lors de notre arrivée à 15h, retour de l'eau promis incessament, puis à 22h, revenu probablement dans la nuit mais de nouveau coupée le lendemain avant 7h.  Pour une suite à 50 000  FCFA, nous n'avions que 2 petites serviettes déjà usagées. Safari cafards de belle taille dans la salle de bain. Petit déjeuné lamentable: pain rassis réchauffé, beurre et confiture en quantité trés limitée.", juin 2013
"Nous avons séjourné dans cet hôtel en 2012 juillet.  Chambres simples qui semble être mal en point, aurait pu être plus propre.  Bon restaurant sur place.  Connexion internet wi-fi gratuite.  Situé dans la périphérie de la ville : ce n'est pas un problème si vous avez votre propre moyen de transport.", juillet 2012
"Un très agréable séjour comme d'habitude... Chambre confortable, spacieuse et très propre. Belle piscine et wifi disponible. Petit déjeuner sous forme de buffet très varié. Salle de sport. Personnel serviable et professionnel. Adresse idéale à Yaoundé ", mai 2017
"Personnel très agréable et chambres confortables. Une soirée de la sape organisée au bar panoramique du 11eme étage très sympathique.  Grande piscine bien entretenue et une confiture de gingembre au pti déjeuner, un régale.", mai 2017
"Deception , après plusieurs années comme client avec une fréquentation d'environ 6 jours par mois , aujourd'hui on nous annonce que nous ne pouvons pas prolonger notre séjour car l'hôtel est full que nous devons partir après 3 nuits successives . Après avoir été victime par un employé pris en flagrant delit de vol j'étais sur le balcon il ne m'a pas vu , pour fermer les yeux on a nous avait offert 1 nuit en terme de dédommagement pour obtenir notre silence , le directeur n'avait même pas daigner nous recevoir au moins pour présenter ses excuses attitude que nous avons trouvé plus que limite mais nous avons passé.  Mais aujourd'hui trop c'est trop , le service client n'est visiblement pas la préoccupation du Hilton de Yaoundé, qui s'enorgueillit d'une concurrence pratiquement", mai 2017
On ne peut trouver mieux dans le monde et surtout au Cameroun  Espace de détente et de quiétude pour un séjour à Yaoundé  Le personnel qui est toujours présent depuis des années a une considération du client, mai 2017
"Je tiens à signaler le bon accueil du personnel Hilton : rapidité, gentillesse, courtoisie et professionnalisme . Mention particulière pour Mr SOPPO ( Accueil ) et Mme CAROLE ( room-service ). dans l'ensemble , ce fut un excellent séjour !", avril 2017
"Jolie nouvelle et bon hôtel. Frais de navette aéroport. Le chauffeur vous attend avec un signe. Emplacement proche du centre. Pas si bien connu des chauffeurs de taxis. Au cas où ils ne le sauraient pas, dites-lui que c'est très proche de l'immeuble Sapeur, tout le monde semble connaître ce bâtiment. Les chambres sont très propres, ont un bon lit et une excellente douche (une douche qui ne coule pas!!!). L'hôtel est neuf, les climatiseurs restent donc très silencieux. Le petit déjeuner est basique mais ok. Le restaurant n'a pas tout le menu disponible, mais tant pis. Le guichet automatique ne fonctionne pas toujours. Le wifi est mauvais, mais comme souvent en Afrique, il vaut mieux acheter un sim local. Les forfaits de données ne coûtent pas cher et Orange et MTN offrent de très", mai 2019
"J'ai vraiment apprécié mon séjour en août. Le personnel était très professionnel, gentil et attentionné. Les aménagements sont agréables surtout le bar et la salle à manger. Grande sécurité et service de navette. J'ai hâte de revenir et de rester. Je recommanderais un séjour à tout le monde.", août 2018
"J'ai choisi cet hôtel après avoir lu les critiques des hôtels de Douala sur TripAdvisor et c'était un excellent choix. Deux autres grands hôtels d’hôtels n’ont pas répondu à notre demande de long séjour. Dès la prise en charge à l'aéroport par la Hôtel minibus, à travers tout le personnel rien n'était trop demander, ils ont tout fait pour répondre à nos demandes. Les chambres étaient propres avec une excellente climatisation et une douche et un lit très confortable. La nourriture disponible au restaurant était très bonne et le bar avait une bonne atmosphère de détente et la climatisation, exactement ce dont vous avez besoin à la fin d'une longue journée Cela doit être l’un des meilleurs hôtels de Douala avec le meilleur service client que j’ai rencontré en Afrique", septembre 2018
"La grande enseigne au néon rouge au sommet de cette tour de grande hauteur donne à l'hôtel une grande visibilité la nuit. Il est situé sur un chemin de terre au bord de la rue animée de l’Avenue du Docteur Jamot, qui était constamment bondé de voitures et de motos pendant la journée. Il y a un distributeur de billets dans le hall de l'hôtel, ce qui est pratique.  L'hôtel utilise des cartes-clés, nécessaires pour faire fonctionner l'ascenseur, ouvrir la porte de la pièce et avoir de l'électricité dans la pièce. Vous pouvez cependant charger vos batteries sans la clé de la chambre, ce qui est une bénédiction. Le petit réfrigérateur vide était caché dans l'armoire, ce qui est inhabituel.  Les principales attractions de l'hôtel sont les lits super confortables et les magnifiques", janvier 2018
"Personnel agréable et sympathique. Chambre propre et spacieuse.  Hôtel accueillant, calme, impeccable. Parking fermé.  Bon rapport qualité/prix  Pas évident à trouver. Accès plutôt ""raide"" Je le conseille", décembre 2017
"Struttura veramente spartana, al di sotto degli standard.  E' preferibile una soluzione di poche decine di euro più costosa a Bafoussam ma di (nettamente) migliore qualità rispetto a questa stamberga, che si chiama centre climatique (ma non pensate che vi siano delle terme dentro). Niente del genere. La corrente andava e veniva, così come l'acqua.  Il ristorante alle 8 e 45 di sera ha chiuso e a stento sono riuscito ad ottenere qualcosa in camera. Prezzo: 90 euro mezza pensione. Un'enormità per quanto ricevuto.", mars 2019
"L’établissement est situé en bordure de route donc brillant. Les chambres sont vieillissantes et la propreté assez limite. L'eau n'est pas disponible, il faut se présenter à la reception pour ""réclamer"" l'eau courante. Le restaurant est hors de prix, et le service plus que moyen : la serveuse apporte 1/2 verre de soupe en guise de potage facturé 2500 Fcfa, soupe que nous avons refusée.", février 2017
"Très jolie surprise, dans un cadre de verdure magnifique. En dehors des matelas pas très confortable, les suites sont belles et bien aménagées. Mateo le cuisinier, un personnage très sympathique et sa cuisine est bonne. ", octobre 2016
"très belle maison en plein coeur des hauts plateaux de l'ouest Camerounais.  chambres sympathiques, décorées avec style et très confortables. temps magnifique (15° le soir - 25° la journée) idéal pour un petit dépaysement au calme ", août 2016
"La Villa Boutanga est une jolie maison d'hôte, authentique et confortable. Une déco simple et élégante, un personnel charmant. Un peu de fantaisie dans le service, mais ça reste agréable. Le dîner (qu'il faut absolument penser à réserver) est simple, roboratif et plutôt bon. La visite complète de la Fondation Gacha vaut vraiment la peine (guide super). Des randonnées sont aussi possibles.  Un bémol: le petit déjeuner n'est pas à la hauteur de l'élégance simple de l'endroit. Des fruits frais et des produits locaux de qualité (confitures maison, miel, produits laitiers, bon pain) seraient les bienvenus.", octobre 2015
"Hilton Hotel Yaound est excellent, hospitalité parfaite, très propre, belles et polies hôtesses, mauvaise connexion Internet, l’agence de vol travaillant dans les locaux de Hilton est super grossière? mais j'ai apprécié mon séjour et je reviendrai à coup sûr.", juillet 2019
"Hôtel correct, bien situé. Restaurant sans climatisation (donc il fait chaud!), petit-déjeuner hors de prix si on considère le rapport qualité-prix. Pannes d'électricité fréquentes, mais de courte durée. Bref, bien ordinaire, mais ça va. Je le recommande, mais sans passion...", avril 2010
"Le Hilton est un hôtel agréable dans un endroit calme au déjeuner en plein air. Le hamburger était moyen mais, mais le buffet du déjeuner était excellent ( j'espère que j'avais demandé). Les prix sont élevés, mais celui-ci est sans doute le meilleur restaurant et de l'hôtel de la ville !  Accès wifi gratuit pour les clients.", août 2017
"J'ai séjourné dans cet hôtel pendant 5 jours en juillet 18 et 22. C'est un bel hôtel, et le personnel est vraiment sympa et serviable. J'ai pris le petit déjeuner et le dîner dans le cadre de conférences organisées et ils étaient bons. La seule chose que je n'ai pas aimées étaient la moquette dans les chambres. Elles sont vieilles et ne respirait pas la propreté. Une suggestion Hilton il vaut mieux avoir des peignoirs bien agréables dans les chambres. Et pour finir un certain nombre de ses portes dans les toilettes femmes dans le centre des affaires au premier étage n'ont pas verrous sur les placards. . Le réparer. S'il vous plaît", juillet 2017
"Le personnel est super, super restaurants, un bel hôtel. Ce niveau de service à la clientèle n'est facile à trouver et il est tout particulièrement apprécié de l'Afrique de l'ouest. N'hésitez pas à nous demander ce qu'il vous faut, et ils livrent afin de rendre votre séjour confortable et vous font sentir qu'on les clients les plus importants. N'oubliez pas de jeter un œil au bar panoramique au 11 e étage pour une vue superbe du Cameroun capitale, Yaoundé.", juillet 2017
